locality,region,query_used,score,latitude,longitude,resolved_name,admin1,admin2,country,geocode_status
Бижбуляк с,Башкортостан Респ,бижбуляк,14.876186337327471,53.69534,54.26427,Бижбуляк,Башкортостан,,Россия,ok
Бийск г,Алтайский край,бийск,15.228039595164072,52.53423,85.19661,Бийск,Алтайский Край,,Россия,ok
Бирск г,Башкортостан Респ,бирск,15.062169313243684,55.42018,55.54212,Бирск,Башкортостан,,Россия,ok
Бирюлинского Зверосовхоза п,Татарстан Респ,,,,,,,,,not_found
Бирюч г,Белгородская обл,бирюч,14.0,50.25633,37.7223,Бирюч,Белгородская Область,,Россия,ok
Бисерть пгт,Свердловская обл,бисерть,14.931271643859304,56.85884,59.05297,Бисерть,Свердловская Область,,Россия,ok
Благовещенка рп,Алтайский край,благовещенка,14.941897923708751,52.834,79.87514,Благовещенка,Алтайский Край,,Россия,ok
Благовещенск г,Башкортостан Респ,благовещенск,15.04411206242217,55.0352,55.97703,Благовещенск,Башкортостан,,Россия,ok
Благодарный г,Ставропольский край,благодарный,9.049116310015384,45.09778,43.43639,Благодарный,Ставрополье,,Россия,ok
Благодатное с,Ставропольский край,благодатное,8.856235774337062,45.39972,42.58667,Благодатное,Ставрополье,,Россия,ok
Ближнее Борисово с,Нижегородская обл,,,,,,,,,not_found
Бобров г,Воронежская обл,бобров,14.993246366077264,51.09843,40.03008,Бобров,Воронежская Область,Бобровский Район,Россия,ok
Бобровский п,Свердловская обл,бобровский,14.855622157838372,56.6732,60.9807,Бобровский,Свердловская Область,,Россия,ok
Бобровы Дворы с,Белгородская обл,бобровы дворы,14.0,51.18865,37.39152,Бобровы Дворы,Белгородская Область,,Россия,ok
Богандинский рп,Тюменская обл,богандинский,8.9168163293077,56.89375,65.89378,Богандинский,Тюмень,,Россия,ok
Богатое с,Самарская обл,богатое,14.87628024874461,53.06111,51.32898,Богатое,Самарская Область,,Россия,ok
Богатые Сабы пгт,Татарстан Респ,богатые сабы,14.8883224230279,56.00942,50.44714,Богатые Сабы,Татарстан,,Россия,ok
Богашево с,Томская обл,богашево,14.82358907259285,56.36798,85.14414,Богашево,Томская Область,,Россия,ok
Богданович г,Свердловская обл,богданович,15.038192427310012,56.77675,62.05072,Богданович,Свердловская Область,,Россия,ok
Боголюбово п,Владимирская обл,боголюбово,14.83240937614504,56.19052,40.52313,Боголюбово,Владимирская область,,Россия,ok
Богородицк г,Тульская обл,богородицк,15.031615995889364,53.77174,38.12305,Богородицк,Тульская Область,,Россия,ok
Богородск г,Нижегородская обл,богородск,15.050925055935364,56.10149,43.5101,Богородск,Нижегородская Область,Богородский Район,Россия,ok
Богородск с,Пермский край,богородск,14.0,57.5273,56.3086,Богородск,Пермский край,,Россия,ok
Богородское рп,Московская обл,богородское,14.913518569837542,56.55,37.88333,Богородское,Московская область,,Россия,ok
Богородское с,Ивановская обл,богородское,14.800603417874902,57.04695,41.01354,Богородское,Ивановская Область,,Россия,ok
Богословка с,Пензенская обл,богословка,14.844182288439146,53.20837,44.80133,Богословка,Пензенская Область,,Россия,ok
Богословское с,Тульская обл,богословское,14.0,54.76815,37.99714,Богословское,Тульская Область,,Россия,ok
Боград с,Хакасия Респ,боград,14.84390154103522,54.22539,90.84938,Боград,Хакасия,,Россия,ok
