Precatalyst,Cocatalyst,ratio,solvent,T,P,time,Activity,C4,C6,C8,1-C4,1-C6,Precatalyst_metal,ligand_type
C1C=CC2N3[Ni](Br)(Br)N(C4C(CC)=CC(C)=CC=4CC)=C(C(C)(C)C)C=3C=CC=2C=1,MMAO,2500.0,Cc1ccccc1,313.15,5.0,0.5,1650000.0,8.1,83.4,,,,Ni,"(N,N)"
C1C=CC=C([NH+]2[Cr]3(Cl)(Cl)(O4CCCC4)N4C(C(C)(C)C)=CC=C4C=N3CC2)C=1,MAO,1000.0,Cc1ccccc1,353.15,20.0,0.25,1220175.0,14.0,17.5,17.5,96.5,96.9,Cr,"(N,N,N,O)"
C12C=CC3C=CC=N4[Ni]5(Cl)(Cl)N6C7C=CC=CC=7NC=6C(=CC=1)N5=C2C=34,"CC[Al](Cl)CC,PPh3",300.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,32100000.000000004,88.4,11.6,,20.8,,Ni,"(N,N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(CC)=CC=CC=3)C=CC3C=CC=1C=2C=34,MMAO,500.0,Cc1ccccc1,273.15,1.0,0.5,1340000.0,30.9,35.6,33.5,,,Fe,"(N,N,N)"
[Ni]1([P+](N(C2C(C(C)C)=CC=CC=2C(C)C)[Si](C)(C)C[P+]1(C1C=CC=CC=1)C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1)(Br)Br,EADC,500.0,CC1CCCCC1,303.15,10.0,0.5,2049999.9999999998,95.6,4.4,,87.6,38.2,Ni,"(P,P)"
C1C=C(C2C=CC=CC=2)N2[Cr]3(Cl)(Cl)(Cl)N4C5C=CC=CC=5OC=4C4C=CC5C=CC=1C=2C=5N=43,MMAO,1500.0,Cc1ccccc1,333.15,1.0,0.5,218000.00000000003,58.4,24.3,,,,Cr,"(N,N,N)"
C1C(C)=CC(C)=C(N2=C(C)C3N4[Ni]2(Cl)(Cl)N2C5C=CC=C(C)C=5NC=2C=4C=CC=3)C=1C,DEAC,700.0,Cc1ccccc1,303.15,10.0,0.67,3000000.0,99.7,0.3,,,,Ni,"(N,N,N)"
C1C=CC(CC)=C(N2[Fe]3(Cl)(Cl)N(C4C=CC=CC=4Cl)=C(C)C4C=CC=C(N=43)C=2C)C=1,MMAO,1000.0,Cc1ccccc1,293.15,1.0,1.0,670000.0,8.3,,,,,Fe,"(N,N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(Cl)=CC(Cl)=CC=3Cl)C=CC3C=CC=1C=2C=34,MMAO,500.0,Cc1ccccc1,293.15,1.0,0.5,469000.0,19.1,40.1,40.8,,,Fe,"(N,N,N)"
[Ni]1234(N(=C5C=C(NCCN(C)C)C(=O)C=C5O1)CCN2(C)C)N(C)(C)CCN3=C1C=C(NCCN(C)C)C(=O)C(O4)=C1,MAO,200.0,Clc1ccccc1,303.15,10.0,0.5833333333333334,213180.0,87.0,14.0,2.0,,,Ni,"(N,N,N,N,O,O)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C=N3C3C(C)=CC(Br)=CC=3C)C=CC3C=CC=1C=2C=34,MMAO,500.0,Cc1ccccc1,293.15,1.0,0.5,589000.0,18.1,45.0,37.0,,,Fe,"(N,N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(Br)=CC(C)=CC=3)C=CC3C=CC=1C=2C=34,MMAO,500.0,Cc1ccccc1,293.15,1.0,0.5,411000.0,36.5,53.5,10.0,,,Fe,"(N,N,N)"
C1C(CO)=N2[Ni](Cl)(Cl)N(C3C(C(C)(C)C)=CC(C(C)(C)C)=CC=3C(C)(C)C)=C3CCCC(C=1)=C23,MMAO,5500.0,Cc1ccccc1,303.15,10.0,0.25,4159999.9999999995,16.4,83.6,,70.3,47.6,Ni,"(N,N)"
C1C2C3=N([Ni]4(Cl)(Cl)/N(=C\C5C=CC=CC=5)/C5=CC=CC(C=1)=C5N=24)C1C=CC=CC=1N3,"CC[Al](Cl)CC,PPh3",200.0,Cc1ccccc1,293.15,10.0,0.3333333333333333,12900000.0,85.5,14.5,,15.7,,Ni,"(N,N,N)"
C1C2C(=N(C3C(C(C)C)=CC=CC=3C(C)C)[Ni]3(Cl)(Cl)N=2C(C2OC4C=CC=CC=4N=23)=CC=1)C,DEAC,600.0,Cc1ccccc1,293.15,10.0,0.5,144000.0,100.0,0.0,,93.8,,Ni,"(N,N,N)"
C1CC[P+]([Cr](O2CCCC2)(Cl)(Cl)(Cl)[NH2+]1)(C1C=CC=CC=1)C1C=CC=CC=1,MAO,600.0,CCc1ccccc1,318.15,45.0,0.78,9146800.0,,23.8,67.8,,93.1,Cr,"(N,O,P)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C)=CC=CC=4C)=C(CCCC)C=3C=CC=2C=1,EASC,500.0,Cc1ccccc1,313.15,5.0,0.5,3339461.0,15.7,22.9,61.4,0.0,,Ni,"(N,N)"
C1=C2CP(C3C=CC=CC=3)(C3C=CC=CC=3)=O[Fe]3(Cl)(Cl)N4=C(C)C=C(C)N4CC(C=C1)=N23,EADC,1000.0,Cc1ccccc1,303.15,10.0,1.0,129999.99999999999,81.0,16.0,3.0,17.0,23.0,Fe,"(N,N,O)"
C1=CC2C=N3[Ni]4(N(=CC5C=CC=CC=5O4)CCCCCCCCNC(CCN(CCCCCCCCCCCC)CCC(=O)NCCCCCCCC3)=O)OC=2C=C1,DEAC,500.0,C1CCCCC1,298.15,5.0,0.5,83000.0,83.36,6.16,8.77,,,Ni,"(N,N,O,O)"
C1C=CC=C2N3[Ni]4(Br[Ni]5(Br)(N6C7C=CC=CC=7N=CC=6C6N5=CC=CC=6)Br4)(Br)N4=CC=CC=C4C=3C=NC=12,MAO,1000.0,Cc1ccccc1,303.15,1.0,0.5,310000.0,82.1,17.9,,100.0,19.1,Ni,"(N,N)"
C1C(C)(C)N2[Ni](Cl)(Cl)[P+](C3C=CC=CC=3)(C3C=CC=CC=3)OC(C)(C)C=2O1,EADC,6.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,1040655.0,82.0,16.0,2.0,7.0,,Ni,"(N,P)"
[P+]12(C3=CC=CC=C3)OCC3=N(C=CC=C3)[Ni]1(Cl)(Cl)N1C(CO2)=CC=CC=1,MAO,400.0,Clc1ccccc1,303.15,10.0,0.5833333333333334,95370.0,77.0,20.0,3.0,,,Ni,"(N,N,P)"
[Ni]1234(N(=C5C=C(NCCN(C)C)C(=O)C=C5O1)CCN2(C)C)N(C)(C)CCN3=C1C=C(NCCN(C)C)C(=O)C(O4)=C1,EADC,10.0,Clc1ccccc1,303.15,10.0,0.5833333333333334,1043460.0,82.0,18.0,,,,Ni,"(N,N,N,N,O,O)"
C(CCCC)CCCCCCCCCCCCCN1CCC(=O)NCCN2[Fe]3(N(=CC4C(O3)=CC=CC=4)CCNC(=O)CC1)OC1C=CC=CC=1C=2,MAO,700.0,Cc1ccccc1,298.15,5.0,0.5,57500.00000000001,82.06,6.1,9.04,,,Fe,"(N,N,O,O)"
C1C2C3C=NC4C=CC=CC=4N=3[Ni]3(Cl)(Cl)N=2C(C(C)=N3C2C(C)=CC=CC=2C)=CC=1,TMA,700.0,Cc1ccccc1,293.15,10.0,0.5,40000.0,100.0,0.0,,,,Ni,"(N,N,N)"
C1C(C)=CC(C(C2C=CC=CC=2)C2C=CC=CC=2)=C(N2=C(C)C3N4[Ni]2(Cl)(Cl)N(C2C(C)=CC=CC=2C)=C(C)C=4C=CC=3)C=1C(C1C=CC=CC=1)C1C=CC=CC=1,EASC,300.0,Cc1ccccc1,323.15,10.0,0.5,418000.0,95.4,4.6,,88.1,,Ni,"(N,N,N)"
N1(=C(C2C=CC=CC=2)[P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Cr]231(OC(C(CCCC)CC)=O2)OC(C(CCCC)CC)=O3)C1=C(C)C=CC=C1,MMAO-3A,500.0,"CC1CCCCC1,ZnEt2",333.15,45.0,1.0,4368000.0,0.9,50.8,34.4,85.5,66.2,Cr,"(N,O,O,O,O,P)"
C12C(C)=N(C3C=C(F)C=C(F)C=3)[Fe]3(Cl)(Cl)(Cl)N=1C(C(=N3C1C=C(F)C=C(F)C=1)C)=CC=C2,MAO,2500.0,Cc1ccccc1,333.15,10.0,1.0,2366964.2857142854,57.9,30.8,7.6,99.3,82.8,Fe,"(N,N,N)"
N123CCN(C(C)C)(C(C)C)[Cr]41(Cl)N1([Cr]42(Cl)N(C(C)C)(C(C)C)CC1)P1N(C(C)(C)C)P3N1C(C)(C)C,CC(C)C[Al](CC(C)C)CC(C)C,2000.0,Cc1ccccc1,343.15,35.0,0.5,9240000.0,0.0,0.0,0.0,,,Cr,"(Cr,N,N,N)"
C1(=O[Fe]2(Cl)(Cl)N3C4C=CC=CC=4N(C)C=3C3C=CC=C1N=32)C,MMAO,1000.0,Cc1ccccc1,293.15,20.0,0.5,180000.00000000003,75.0,25.0,,,,Fe,"(N,N,O)"
C1C=CC2[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Br)(Br)N3CC(C)OC=3C=2C=1,"MAO,PPh3",1000.0,Cc1ccccc1,298.15,1.0,0.5,527000.0,88.9,10.79,,,,Ni,"(N,P)"
C1C=CN2[Co]3(Cl)(Cl)N4=C(C(C5C=CC=CC=5)=N3C3C(C(C)C)=CC=CC=3C(C)C)C=CC3C=CC=1C=2C=34,MMAO,2500.0,Cc1ccccc1,293.15,1.0,0.5,398000.0,93.7,6.3,,,,Co,"(N,N,N)"
C12C=N3[Ni]4(N(=CC5C(O4)=C(C)C=CC=5)CC3)OC=1C(C)=CC=C2,MAO,275.0,C1CCCCC1,323.15,10.0,0.5,800000.0,45.5,37.0,7.8,86.5,56.7,Ni,"(N,N,O,O)"
C1([Cr](Cl)(Cl)C2N(C=C[N+]=2C2C(C)=CC(C)=CC=2C)P(C(C)(C)C)C(C)(C)C)=[N+](C2C(C)=CC(C)=CC=2C)C=CN1P(C(C)(C)C)C(C)(C)C,MAO,400.0,Clc1ccccc1,303.15,10.0,0.5833333333333334,9817.5,0.0,3.0,33.0,0.0,89.0,Cr,"(C,C)"
C1C2C3=N([Ni]4(Cl)(Cl)/N(=C\C5C=CC=CC=5)/C5=CC=CC(C=1)=C5N=24)C1C=CC=CC=1N3,DEAC,100.0,Cc1ccccc1,293.15,10.0,0.3333333333333333,5900000.0,88.7,11.3,,82.7,,Ni,"(N,N,N)"
C12C=CC3C=CC(C)=N4[Ni]5(Cl)(Cl)N6C7C=CC=CC=7N(C)C=6C(=CC=1)N5=C2C=34,"CC[Al](Cl)CC,PPh3",300.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,37800000.0,92.5,7.5,,19.5,,Ni,"(N,N,N)"
C1=CC=N2[Fe]3(Cl)(Cl)N4C5C=CC=CC=5OC=4C4C=CC5=CC=C1C2=C5N=43,MMAO,500.0,Cc1ccccc1,293.15,1.0,0.33,91400.0,89.9,10.1,,62.3,,Fe,"(N,N,N)"
C1C=CC2N3[Ni]4(Br)(Br)N5=C(CN4(C)CC=3NC=2C=1)NC1C=CC=CC=15,EASC,200.0,Cc1ccccc1,303.15,1.3,0.5,1411553.19,84.1,15.9,0.0,15.9,,Ni,"(N,N,N)"
C1C=CC(C)=C(N2[Ni]3(Cl)(Cl)N4C5C=CC=CC=5NC=4C4C=CC=C(N=43)C=2C)C=1C,DEAC,100.0,Cc1ccccc1,293.15,10.0,0.5,370000.0,92.3,7.7,,90.1,,Ni,"(N,N,N)"
C1C(O)=CC2O[Ni]34OC5=CC(O)=CC=C5C=N3CCCCN4=CC=2C=1,MAO,700.0,Cc1ccccc1,298.15,5.0,0.5,145000.0,21.02,39.66,24.18,,,Ni,"(N,N,O,O)"
C1C=C(C2C=CC=CC=2)N2[Co]3(Cl)(Cl)N(C4C(CC)=CC=CC=4CC)=C(C)C4C=CC5C=CC=1C=2C=5N=43,MAO,500.0,Cc1ccccc1,303.15,10.0,0.5,4060000.0,95.7,4.0,,99.7,,Co,"(N,N,N)"
C1C=CN2[Co]3(Cl)(Cl)N4=C(C=N3C3C(C)=CC=CC=3C)C=CC3C=CC=1C=2C=34,MAO,500.0,Cc1ccccc1,313.15,10.0,1.0,670000.0,97.7,2.0,0.3,,,Co,"(N,N,N)"
C1C=C2[S+]([Cr](O3CCCC3)(Cl)(Cl)(Cl)N(C(C)(C)C)=CC2=CC=1)C1C=CC=CC=1,MAO,300.0,Cc1ccccc1,333.15,20.0,0.25,30855.0,31.4,28.0,18.0,,,Cr,"(N,O,S)"
C1C2C(=N(C3C(C)=CC(Br)=CC=3C)[Ni]3(Cl)(Cl)N=2C(C2OC4C=CC=CC=4N=23)=CC=1)C,DEAC,200.0,Cc1ccccc1,323.15,10.0,0.5,1039999.9999999999,97.8,2.2,,89.2,,Ni,"(N,N,N)"
C1C=C(C2C=CC=CC=2)N2[Ni]3(Cl)(Cl)N(C4C(C(C)C)=CC=CC=4C(C)C)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,MMAO,500.0,Cc1ccccc1,293.15,1.0,0.5,12800.0,100.0,0.0,,41.6,,Ni,"(N,N,N)"
C1C=CC2N3[Fe](Cl)(Cl)N4=C(C(=O)OCC)C=CC=C4C=3NC=2C=1,MMAO,1000.0,Cc1ccccc1,293.15,20.0,0.5,1030000.0,96.3,3.4,,,,Fe,"(N,N)"
C1C=C(C(C)C)C2N3[Ni](Cl)(Cl)N4C5C=CC=CC=5NC=4C=3C=CC=2C=1,DEAC,250.0,Cc1ccccc1,303.15,10.0,0.33,2990000.0,94.1,5.9,,84.0,,Ni,"(N,N)"
C1C2C3C=NC4C=CC=CC=4N=3[Ni]3(Br)(Br)N=2C(C(C)=N3C2C(C)=CC=CC=2C)=CC=1,DEAC,700.0,Cc1ccccc1,293.15,30.0,0.5,1860000.0000000002,97.6,2.4,,,,Ni,"(N,N,N)"
S(C)CCCN1[P+]([Ni](Cl)(Cl)[P+]1(C1C=CC=CC=1)C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1,EADC,40.0,Clc1ccccc1,302.15,10.0,0.58,2378640.0,70.0,26.0,3.0,,,Ni,"(P,P)"
C12C=N3[Cr](O(C4C=CC=CC=4)CC3)(O3CCCC3)(Cl)(Cl)OC1=C(C(C)(C)C)C=C(C(C)(C)C)C=2,MAO,300.0,Cc1ccccc1,353.15,20.0,0.25,1015410.0,19.8,21.1,18.8,91.5,97.0,Cr,"(N,O,O,O)"
CCCCCCCCCCCCCCN1CCC(=O)NCCN2[Ni]3(N(=CC4C(O3)=CC=CC=4)CCNC(=O)CC1)OC1C=CC=CC=1C=2,MAO,500.0,Cc1ccccc1,298.15,5.0,0.5,135000.0,52.1,9.3,32.63,,,Ni,"(N,N,O,O)"
C1C2C=CC(C)=N3[Co]4(Cl)(Cl)N5C(C)=CC=CC=5C=N4C(=CC=1)C=23,MMAO,1500.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,2220000.0,96.4,3.6,,94.9,,Co,"(N,N,N)"
C1C=CC(C)=C(N2[Fe]3(Cl)(Cl)(Cl)N4=C(C5N(C)C6C=CC=CC=6N=53)C=CC=C4C=2C)C=1C,MAO,1000.0,Cc1ccccc1,293.15,1.0,0.5,5190.0,40.6,20.2,,,,Fe,"(N,N,N)"
C1C2C3=N([Ni]4(Cl)(Cl)/N(=C\C5C=CC=CC=5C)/C5=CC=CC(C=1)=C5N=24)C1C=CC=CC=1N3,DEAC,203.0,Cc1ccccc1,293.15,10.0,0.3333333333333333,6300000.0,89.1,10.9,,88.1,,Ni,"(N,N,N)"
C1C(C)=N2[Ni](Br)(Br)N3=C(C)C=CC4C=CC(C=1)=C2C=43,MAO,500.0,Cc1ccccc1,313.15,1.0,0.5,344000.0,97.8,2.2,,,,Ni,"(N,N)"
C1C=C(C2C=CC=CC=2)N2[Fe]3(Cl)(Cl)N(C4C(C)=CC=CC=4C)=C(C)C4C=CC5C=CC=1C=2C=5N=43,MAO,500.0,Cc1ccccc1,313.15,10.0,0.5,408000.0,99.2,0.8,,99.8,,Fe,"(N,N,N)"
C1(OC)C=C2C3=N([Ni]4(OC2=CC=1)OC1=CC=C(OC)C=C1C1=N4C2C=CC=CC=2N1C(C)C)C1C=CC=CC=1N3C(C)C,DEAC,200.0,Cc1ccccc1,293.15,1.0,0.5,339000.0,91.6,8.4,,,,Ni,"(N,N,O,O)"
N1(C(C)C)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Ni](Br)(Br)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Si]1(C)C,EADC,700.0,C1CCCCC1C,318.15,10.0,0.5,76000000.0,85.9,14.1,,35.9,9.2,Ni,"(P,P)"
C1(C(C)C)C=CC=C(C(C)C)C=1N1[Ni](Br)(Br)[P+](C(C)C)(C(C)C)OC=1C(C)(C)C,DEAC,1192.3076923076924,Cc1ccccc1,303.15,5.0,1.0,2715240.0,82.0,18.0,0.0,40.0,,Ni,"(N,P)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C(C)C)=CC=CC=4C(C)C)=C4CCCC(=CC=2C=1)C=34,TMA,300.0,Cc1ccccc1,303.15,10.0,0.5,631000.0,47.5,17.6,34.9,,,Ni,"(N,N)"
C1C=C(C)C2N3[Ni](Cl)(Cl)N4C5C=CC=CC=5N(C)C=4C=3C=CC=2C=1,DEAC,400.0,Cc1ccccc1,303.15,10.0,0.33,2470000.0,93.5,6.5,,78.8,,Ni,"(N,N)"
N1(C2C(C(C)C)=CC=CC=2C(C)C)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Ni](Br)(Br)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Si]1(C)C,EADC,500.0,C1CCCCC1C,318.15,10.0,0.5,92000000.0,86.2,13.8,,30.4,10.1,Ni,"(P,P)"
C1C(Br)=CC(C)=C(N2=C(C)C3N4[Co]2(Cl)(Cl)N2C5C=CC=CC=5OC=2C=4C=CC=3)C=1C,MAO,1000.0,Cc1ccccc1,293.15,10.0,0.5,112000.00000000001,96.7,3.3,,93.2,,Co,"(N,N,N)"
C1C=CN2[Co]3(Cl)(Cl)N4=C(C(C5C=CC=CC=5)=N3C3C(C(C)C)=CC=CC=3C(C)C)C=CC3C=CC=1C=2C=34,MMAO,500.0,Cc1ccccc1,293.15,1.0,0.5,353000.0,94.5,5.5,,,,Co,"(N,N,N)"
C1C=C(C2C=CC=CC=2)N2[Cr]3(Cl)(Cl)(Cl)N4C5C=CC=CC=5NC=4C4C=CC5C=CC=1C=2C=5N=43,MMAO,1500.0,Cc1ccccc1,333.15,1.0,0.5,163000.0,60.1,26.9,,,,Cr,"(N,N,N)"
C1C2C3C=NC4C=CC=CC=4N=3[Ni]3(Cl)(Cl)N=2C(C(C)=N3C2C(C)=CC(C)=CC=2C)=CC=1,"CC[Al](Cl)CC,PPh3",700.0,Cc1ccccc1,293.15,1.0,0.5,129999.99999999999,97.7,2.3,,,,Ni,"(N,N,N)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N(C4C(CC)=CC=CC=4CC)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,MAO,1000.0,Cc1ccccc1,313.15,10.0,1.0,2420000.0,32.4,47.4,20.2,,,Cr,"(N,N,N)"
C1C=CN2[Co]3(Cl)(Cl)N4=C(C=N3C3C(C(C)C)=CC=CC=3C(C)C)C=CC3C=CC=1C=2C=34,MMAO,1000.0,Cc1ccccc1,293.15,1.0,0.5,265000.0,100.0,0.0,,,,Co,"(N,N,N)"
C1C=CN2[Co]3(Cl)(Cl)N4=C(C(C)=N3C3C(C(C)C)=CC=CC=3C(C)C)C=CC3C=CC=1C=2C=34,MMAO,1000.0,Cc1ccccc1,293.15,1.0,0.5,256999.99999999994,99.3,0.7,,,,Co,"(N,N,N)"
N12CC3C=CC=C4CN5N(=C(C)C=C5C)[Ni](Cl)(Cl)(N1=C(C)C=C2C)N=34,EADC,250.0,Cc1ccccc1,331.15,20.0,2.0,2510000.0,42.0,29.0,29.0,,,Ni,"(N,N,N)"
C1C2C=CC(C)=N3[Fe]4(Cl)(Cl)N5C(C)=CC=CC=5C=N4C(=CC=1)C=23,MMAO,2000.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,1820000.0,98.5,1.5,,96.6,,Fe,"(N,N,N)"
C1C=CC(C)=C(N2[Fe]3(Cl)(Cl)N4C5C=CC=C(C)C=5NC=4C4C=CC=C(N=43)C=2C)C=1C,MMAO,250.0,Cc1ccccc1,303.15,30.0,0.5,600000.0,38.4,23.9,13.4,,,Fe,"(N,N,N)"
[P+]1([Cr](Cl)(O2CCCC2)(Cl)(Cl)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)C2C=C(C)C(C)=CC1=2)(C1C=CC=CC=1)C1C=CC=CC=1,MAO,730.0,Cc1ccccc1,358.15,20.0,0.5,11351600.0,0.5,54.3,29.6,,86.8,Cr,"(O,P,P)"
C1(=O[Fe]2(Cl)(Cl)N3C4C=CC=CC=4N(C)C=3C3C=CC=C1N=32)C,DEAC,300.0,Cc1ccccc1,293.15,20.0,0.5,214000.0,60.0,40.0,,,,Fe,"(N,N,O)"
N12CC3C=CC=C4CN5N(=C(C)C=C5C)[Ni](Cl)(Cl)(N1=C(C)C=C2C)N=34,EADC,250.0,Cc1ccccc1,339.15,20.0,0.5,5916000.0,47.0,29.0,23.0,,,Ni,"(N,N,N)"
CCCCCCCCCCCCN1CCC(=O)NCCN2[Ni]3(N(=CC4C(O3)=CC=CC=4)CCNC(=O)CC1)OC1C=CC=CC=1C=2,MAO,1000.0,Cc1ccccc1,298.15,5.0,0.5,236000.00000000003,67.54,11.43,20.21,,,Ni,"(N,N,O,O)"
[Ni]1234(N(=C5C=C(NCCN(C)C)C(=O)C=C5O1)CCN2(C)C)N(C)(C)CCN3=C1C=C(NCCN(C)C)C(=O)C(O4)=C1,MAO,100.0,Clc1ccccc1,303.15,10.0,0.5833333333333334,81345.0,92.0,7.0,1.0,,,Ni,"(N,N,N,N,O,O)"
C1=CC2C=N3[Ni]4(N(=CC5C=CC=CC=5O4)CCCCNC(CCN(CCCCCCCCCCCC)CCC(=O)NCCCC3)=O)OC=2C=C1,DEAC,500.0,Cc1ccccc1,298.15,5.0,0.5,580000.0,71.63,9.74,2.38,,,Ni,"(N,N,O,O)"
C(N(CCC(=O)NCCN1C2N([Ni](Cl)(Cl)N3C=CC=CC1=3)=CC=CC=2)C1CCCCC1)CC(=O)NCCN1C2N([Ni](Cl)(Cl)N3C=CC=CC1=3)=CC=CC=2,MAO,700.0,C1CCCCC1,328.15,40.0,0.5,135000.0,64.41,18.18,7.95,,,Ni,"(N,N)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N(C4C(C(C)C)=CC=CC=4C(C)C)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,MAO,1000.0,Cc1ccccc1,353.15,10.0,1.0,460000.00000000006,31.3,16.4,52.3,,,Cr,"(N,N,N)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N(C4C(CC)=CC=CC=4CC)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,MMAO,1000.0,Cc1ccccc1,293.15,1.0,1.0,211000.0,64.2,19.8,16.0,,,Cr,"(N,N,N)"
N12[Ni]3(Cl)O(CCN3=CC1=CC=C2)C1C=CC=CC=1,EASC,250.0,Cc1ccccc1,303.15,20.0,0.33,530145.0,94.5,5.5,,79.0,29.0,Ni,"(N,N,O)"
P(C1[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Ni]2([P+](C(P(=O)(OC3C=CC=CC=3)OC3C=CC=CC=3)=P2(C2C=CC=CC=2)C2C=CC=CC=2)(C2C=CC=CC=2)C2C=CC=CC=2)P=1(C1C=CC=CC=1)C1C=CC=CC=1)(=O)(OC1C=CC=CC=1)OC1C=CC=CC=1,EADC,3.0,Cc1ccccc1,296.15,10.0,0.58,20196.0,90.0,10.0,0.0,14.0,0.0,Ni,"(P,P,P,P)"
C1C2C(=N(C3C(C(C)C)=CC=CC=3C(C)C)[Ni]3(Cl)(Cl)N=2C(C2OC4C=CC=CC=4N=23)=CC=1)C,DEAC,200.0,Cc1ccccc1,323.15,10.0,0.5,1450000.0,94.6,5.4,,77.9,,Ni,"(N,N,N)"
C1C=CC=C(OCCN2[Co](Cl)(Cl)OC3=CC=CC=C3C=2)C=1,MAO,300.0,Cc1ccccc1,323.15,20.0,0.5,338000.0,35.57,14.02,34.44,,,Co,"(N,O)"
[Ni]1([P+](N(C2CCCC2)[Si](C)(C)C[P+]1(C1C=CC=CC=1)C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1)(Br)Br,EADC,500.0,CC1CCCCC1,318.15,10.0,0.5,10100000.0,85.7,14.3,,61.0,16.0,Ni,"(P,P)"
C1C=CN2[Co]3(Cl)(Cl)N4=C(C(C5C=CC=CC=5)=N3C3C(C(C)C)=CC=CC=3C(C)C)C=CC3C=CC=1C=2C=34,CC(C)C[Al](CC(C)C)CC(C)C,500.0,Cc1ccccc1,293.15,1.0,0.5,65200.00000000001,100.0,0.0,,,,Co,"(N,N,N)"
C1C(C)=N2[Ni](Br)(Br)N3=C(C)C=CC4C=CC(C=1)=C2C=43,MAO,1500.0,Cc1ccccc1,293.15,1.0,0.5,156000.0,98.0,2.0,,,,Ni,"(N,N)"
C1=CC(C2C=CC=CC=2)=N2[Fe]3(Cl)(Cl)N4C(C)(C)COC=4C4C=CC5=CC=C1C2=C5N=43,MMAO,800.0,Cc1ccccc1,293.15,10.0,0.33,153000.0,96.0,4.0,,83.3,,Fe,"(N,N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C=N3C3C(C)=CC=CC=3)C=CC3C=CC=1C=2C=34,MMAO,1000.0,Cc1ccccc1,293.15,10.0,0.5,16800000.0,43.7,32.5,23.8,,,Fe,"(N,N,N)"
C1C=CC=N2[Ni]3(Cl[Ni]4(Cl3)(Cl)N3C(CC(C)(C)O[P+]4(C4=CC=CC=C4)C4C=CC=CC=4)=CC=CC=3)(Cl)[P+](C3=CC=CC=C3)(C3C=CC=CC=3)OC(C)(C)CC=12,EADC,6.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,1385670.0,59.0,35.0,5.0,6.0,,Ni,"(N,P)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C)=CC=CC=4C)=C(C(C)(C)C)C=3C=CC=2C=1,EASC,500.0,Cc1ccccc1,313.15,5.0,0.75,3150000.0,14.7,25.6,,,,Ni,"(N,N)"
C1C=CC(F)=C(N2[Fe]3(Cl)(Cl)(Cl)N4=C(C5N(C)C6C=CC=CC=6N=53)C=CC=C4C=2C)C=1F,MAO,700.0,Cc1ccccc1,293.15,10.0,0.5,3590000.0,54.4,28.5,,,,Fe,"(N,N,N)"
[Ni]1([P+](N(C2C(C(C)C)=CC=CC=2C(C)C)[Si](C)(C)C[P+]1(C1C=CC=CC=1)C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1)(Br)Br,EADC,500.0,CC1CCCCC1,333.15,10.0,0.5,7890000.0,91.6,8.4,,74.5,23.6,Ni,"(P,P)"
C1C=CC(Cl)=C(N2[Ni]3(Cl)(Cl)N4C5C=CC=CC=5NC=4C4C=CC=C(N=43)C=2C)C=1Cl,DEAC,300.0,Cc1ccccc1,313.15,10.0,0.5,3030000.0,94.9,5.1,,87.1,,Ni,"(N,N,N)"
